id_patrulheiro,nivel,tempo_jogo_horas,medalhas_pt,raca,quest_sucess,ki_maximo,stamina_maxima,mentor_atual
PT-0706,50.0,125.4,494.0, Saiyan ,27.02,,105.0,nappa
PT-0707,52.0,87.3,677.0,Human,51.08,117.0,51.0,gohan (adult) and videl
PT-0708,,241.6,492.0,Saiyan,65.64,71.0,63.0,   cooler  
PT-0709,66.0,221.1,308.0,Namekian ,52.53,63.0,,cooler
PT-0710,83.0,141.6,362.0,Saiyan   ,50.56,47.0,0.0,zarbon
PT-0711,70.0,233.3,253.0,Saiyan,59.42,103.0,108.0,piccolo
PT-0712,84.0,293.3,677.0,Saiyan,51.03,80.0,60.0,dodoria
PT-0713,49.0,104.0,496.0,Human,33.95,35.0,36.0,gohan (future)
PT-0714,70.0,174.9,397.0,Frieza,44.89,55.0,157.0,gohan (kid)
PT-0715,66.0,213.0,351.0,Saiyan,41.84,104.0,55.0,gohan (kid)
PT-0716,46.0,141.7,667.0,Saiyan,30.83,23.0,100.0,yamcha
PT-0717,39.0,59.6,,Saiyan,44.48,21.0,68.0,dodoria
PT-0718,,184.9,,Frieza,47.41,133.0,104.0,gohan (kid)
PT-0719,63.0,170.7,228.0,   Namekian  ,44.96,74.0,64.0,cell
PT-0720,50.0,98.6,,  Saiyan ,28.45,108.0,53.0,yamcha
PT-0721,68.0,131.7,216.0,  Human   ,47.45,70.0,139.0,raditz
PT-0722,93.0,118.9,684.0,Majin,47.95,104.0,132.0,tien
PT-0723,999.0,55.7,1300.0,Majin,20.16,55.0,27.0,krillin
PT-0724,40.0,97.9,1302.0,  Human   ,35.13,117.0,16.0,gohan (adult) and videl
PT-0725,52.0,133.4,767.0,Majin,49.26,124.0,43.0,beerus
PT-0726,99.0,260.6,754.0,Human,63.12,155.0,139.0,majin buu
PT-0727,76.0,238.7,1903.0,Saiyan,54.47,66.0,130.0,turles
PT-0728,85.0,218.7,,Saiyan,52.96,59.0,112.0,tien
PT-0729,47.0,90.2,,Saiyan,36.11,98.0,0.0,beerus
PT-0730,48.0,70.3,820.0,   Saiyan   ,45.53,123.0,94.0,dodoria
PT-0731,79.0,167.2,402.0,Saiyan,47.09,140.0,137.0,majin buu
PT-0732,71.0,123.7,1037.0,Namekian,55.08,87.0,87.0,android 18
PT-0733,81.0,179.9,481.0,,62.29,124.0,166.0,nappa
PT-0734,66.0,138.3,533.0,Saiyan ,39.67,113.0,23.0,raditz 
PT-0735,76.0,97.3,418.0,Saiyan,44.84,97.0,111.0,yamcha
PT-0736,73.0,205.3,,Human,44.83,96.0,40.0,zarbon
PT-0737,86.0,226.5,355.0,,42.66,103.0,133.0,dodoria
PT-0738,86.0,286.0,580.0,Saiyan   ,50.64,67.0,115.0,bardock
PT-0739,,111.4,310.0,Majin,45.61,33.0,129.0,krillin   
PT-0740,-1.0,78.1,873.0,Saiyan,21.64,22.0,67.0,cooler
PT-0741,90.0,158.1,729.0,Saiyan,66.6,38.0,77.0,captain ginyu
PT-0742,94.0,233.4,953.0,Majin,54.13,111.0,76.0,krillin
PT-0743,50.0,78.6,250.0,Human,56.91,68.0,55.0,nappa
PT-0744,33.0,85.7,178.0,Saiyan,27.75,87.0,33.0,zarbon
PT-0745,72.0,146.4,492.0,Human,47.65,138.0,134.0,dodoria
PT-0746,89.0,185.0,2805.0,Frieza,48.32,154.0,143.0,raditz   
PT-0747,106.0,248.2,1053.0,Saiyan,56.9,172.0,44.0,krillin
PT-0748,80.0,220.1,353.0,Human,62.71,64.0,88.0,gohan (kid)
PT-0749,63.0,198.4,636.0,Saiyan,49.0,23.0,77.0,gotenks
PT-0750,52.0,152.0,762.0, Human,49.03,109.0,35.0,gohan (adult) and videl
PT-0751,70.0,201.1,,Saiyan,37.48,141.0,97.0,piccolo
PT-0752,64.0,191.5,1121.0,Saiyan,50.84,143.0,133.0,android 18
PT-0753,50.0,86.8,446.0,Saiyan,32.23,89.0,101.0,whis
PT-0754,111.0,304.2,467.0,Majin,53.7,39.0,162.0,piccolo   
PT-0755,106.0,253.8,500.0,  Saiyan  ,64.31,129.0,75.0,yamcha   
PT-0756,93.0,183.9,979.0,Namekian,59.03,127.0,97.0,krillin
PT-0757,52.0,108.1,313.0,Saiyan,41.23,122.0,36.0,   piccolo
PT-0758,87.0,267.5,177.0,Namekian,60.54,157.0,100.0,gohan (adult) and videl
PT-0759,83.0,240.4,598.0,Human,60.19,133.0,,gohan (adult) and videl
PT-0760,79.0,177.4,145.0,Saiyan,63.36,70.0,124.0,frieza
PT-0761,95.0,282.9,411.0,Majin,48.48,65.0,149.0,nappa   
PT-0762,83.0,220.5,1004.0,Majin,65.22,118.0,116.0,gohan (adult) and videl
PT-0763,85.0,203.7,697.0,  Human   ,69.06,66.0,55.0,piccolo
PT-0764,83.0,179.3,921.0,Saiyan,50.27,155.0,34.0,  yamcha 
PT-0765,77.0,164.8,715.0,Human,37.45,23.0,105.0,tien   
PT-0766,34.0,107.0,2093.0,Human,22.53,80.0,114.0,turles 
PT-0767,72.0,106.3,346.0,Saiyan,45.11,100.0,79.0,lord slug
PT-0768,,166.0,626.0,Majin,59.71,69.0,10.0,android 18
PT-0769,44.0,86.6,379.0,   Saiyan,37.74,28.0,144.0,lord slug
PT-0770,104.0,291.0,,Human,56.66,31.0,122.0,yamcha
PT-0771,105.0,287.6,475.0,Human,56.52,93.0,110.0,vegeta
PT-0772,97.0,286.4,1382.0,Frieza,48.22,87.0,51.0,gohan (adult) and videl
PT-0773,75.0,191.9,358.0, Saiyan   ,57.0,134.0,83.0,whis
PT-0774,97.0,357.6,1146.0,Saiyan,58.06,76.0,125.0,captain ginyu
PT-0775,70.0,156.3,703.0,Saiyan,64.8,104.0,99.0,yamcha
PT-0776,,243.6,483.0,,54.63,38.0,55.0,bardock
PT-0777,48.0,124.5,682.0, Saiyan  ,45.84,88.0,61.0,vegeta
PT-0778,78.0,153.8,576.0,Saiyan,49.26,3.0,60.0,nappa
PT-0779,71.0,139.4,610.0,Saiyan,39.67,171.0,146.0,yamcha
PT-0780,44.0,98.2,435.0,  Namekian,30.61,60.0,97.0,krillin
PT-0781,69.0,153.8,323.0,Saiyan,36.65,0.0,57.0,cooler
PT-0782,68.0,174.4,403.0,Human,54.48,56.0,31.0,android 18
PT-0783,106.0,259.7,179.0,Saiyan,59.32,80.0,115.0,raditz  
PT-0784,88.0,232.2,817.0, Saiyan,62.82,74.0,72.0,yamcha
PT-0785,70.0,138.5,235.0,Saiyan ,49.09,71.0,62.0,captain ginyu
PT-0786,75.0,221.4,432.0,Saiyan,47.66,63.0,37.0,zarbon
PT-0787,71.0,153.8,727.0,Human,39.04,54.0,39.0,gohan (kid)
PT-0788,66.0,175.0,815.0,Saiyan   ,48.81,36.0,83.0,piccolo
PT-0789,48.0,73.3,170.0,Saiyan,37.45,101.0,53.0,turles
PT-0790,67.0,167.2,466.0,  Saiyan  ,54.02,132.0,177.0,hit
PT-0791,55.0,56.9,649.0,Saiyan,36.28,64.0,92.0,nappa
PT-0792,45.0,127.6,,,42.93,65.0,15.0,cell  
PT-0793,80.0,197.7,1104.0,Saiyan,65.13,49.0,25.0,turles
PT-0794,78.0,281.9,301.0,Saiyan,53.38,95.0,101.0,krillin
PT-0795,34.0,64.3,144.0,Human ,39.88,66.0,38.0,whis
PT-0796,68.0,157.7,801.0,Frieza,51.78,76.0,131.0,captain ginyu
PT-0797,90.0,188.2,357.0,Human,71.18,118.0,104.0,   frieza 
PT-0798,91.0,214.6,172.0,Saiyan,59.37,115.0,14.0,frieza
PT-0799,91.0,238.2,448.0,Frieza,62.0,61.0,53.0,raditz
PT-0800,71.0,155.9,1031.0,Frieza,48.11,135.0,53.0,hercule
PT-0801,53.0,128.6,231.0,Human   ,35.0,64.0,85.0,  lord slug
PT-0802,48.0,56.8,2001.0,Saiyan,29.53,,21.0,tien
PT-0803,77.0,147.7,298.0,Majin,60.94,108.0,90.0,frieza
PT-0804,78.0,271.3,519.0,Frieza,43.13,171.0,31.0,goku
PT-0805,96.0,218.2,237.0,Majin,64.37,154.0,97.0,broly
PT-0806,92.0,117.8,505.0,Human,60.13,113.0,109.0,android 18
PT-0807,67.0,237.1,,Human,54.14,55.0,135.0,piccolo
PT-0808,45.0,79.4,202.0,Frieza ,33.88,38.0,71.0,nappa
PT-0809,64.0,176.4,2685.0,Saiyan,39.27,103.0,42.0,yamcha
PT-0810,74.0,232.3,366.0,Saiyan,52.63,95.0,142.0,gohan (adult) and videl
PT-0811,66.0,210.8,366.0,Namekian,44.06,59.0,69.0,hercule
PT-0812,58.0,154.6,881.0,Saiyan,33.35,,102.0,whis
PT-0813,75.0,161.5,1463.0,Saiyan,65.51,92.0,58.0,tien
PT-0814,60.0,229.0,969.0,Saiyan,37.67,112.0,76.0,gohan (future)
PT-0815,57.0,78.3,240.0,Saiyan,34.85,37.0,38.0,gohan (future)
PT-0816,76.0,286.2,560.0,Saiyan,48.46,131.0,96.0,android 16
PT-0817,62.0,206.2,159.0,Human  ,54.82,100.0,106.0,broly
PT-0818,75.0,256.8,846.0,   Saiyan ,32.67,138.0,63.0,zarbon
PT-0819,75.0,146.1,185.0,Human   ,59.36,129.0,60.0,gohan (kid)
PT-0820,47.0,93.8,304.0,Saiyan,31.51,64.0,77.0,yamcha
PT-0821,60.0,169.4,492.0,Frieza,46.12,71.0,39.0,krillin
PT-0822,99.0,245.1,644.0,Human ,54.19,181.0,39.0,krillin
PT-0823,47.0,130.1,421.0, Frieza,54.74,56.0,77.0,cell
PT-0824,28.0,91.6,1226.0,Saiyan,32.2,82.0,45.0,nappa
PT-0825,33.0,78.5,760.0,Saiyan,27.54,41.0,48.0,krillin
PT-0826,71.0,159.7,725.0,  Majin,45.99,12.0,101.0,tien
PT-0827,71.0,162.3,236.0,Namekian,49.12,38.0,106.0,android 16
PT-0828,68.0,127.5,1366.0,Saiyan,48.62,101.0,71.0,pan
PT-0829,94.0,170.3,304.0,Human,61.11,133.0,51.0,  vegeta
PT-0830,17.0,12.2,1398.0,Human,26.79,60.0,16.0,hercule
PT-0831,78.0,269.4,1658.0,Saiyan,40.18,138.0,108.0,gohan (future)
PT-0832,101.0,317.1,670.0, Human ,57.68,126.0,106.0,cell
PT-0833,47.0,133.6,915.0, Saiyan,43.65,37.0,41.0,lord slug
PT-0834,62.0,133.6,77.0,Saiyan,39.44,103.0,42.0,android 18
PT-0835,55.0,151.5,438.0,Namekian,47.38,81.0,93.0,bardock
PT-0836,52.0,183.3,955.0,Human,41.05,49.0,58.0,gohan (kid)
PT-0837,63.0,200.2,858.0,   Majin ,43.46,99.0,104.0,hercule
PT-0838,99.0,247.3,237.0,Majin,69.15,112.0,134.0,zarbon
PT-0839,107.0,364.0,413.0,Frieza,48.89,91.0,92.0,yamcha
PT-0840,63.0,158.2,108.0,Saiyan,39.8,73.0,112.0,lord slug
PT-0841,108.0,291.0,631.0,Saiyan   ,73.06,173.0,111.0,gotenks
PT-0842,71.0,208.4,-451.0,Saiyan,63.04,142.0,90.0,turles
PT-0843,105.0,246.4,971.0,  Human,80.29,122.0,16.0,whis
PT-0844,68.0,186.9,,Human,47.6,87.0,39.0,majin buu
PT-0845,73.0,154.5,371.0,Majin,52.86,31.0,44.0,captain ginyu
PT-0846,,191.4,674.0,Saiyan,57.34,160.0,71.0,pan
PT-0847,134.0,329.5,433.0,Saiyan   ,83.8,179.0,128.0,piccolo
PT-0848,87.0,261.7,570.0,Namekian,57.3,130.0,97.0,tien
PT-0849,56.0,120.7,248.0,Namekian,49.81,0.0,81.0,zarbon
PT-0850,89.0,170.9,716.0,Saiyan,59.28,103.0,65.0,cooler
PT-0851,63.0,185.2,184.0,Human  ,49.38,75.0,102.0,android 16
PT-0852,60.0,154.9,164.0,Human,36.65,105.0,144.0,gohan (adult) and videl
PT-0853,88.0,311.8,458.0,Majin,52.57,82.0,77.0, krillin   
PT-0854,71.0,135.5,434.0,Saiyan,44.22,78.0,53.0,   gohan (adult) and videl  
PT-0855,,181.8,580.0, Human   ,40.89,116.0,56.0,cooler
PT-0856,,203.2,334.0,,34.79,55.0,82.0,goku
PT-0857,77.0,237.6,1528.0,Saiyan,47.41,69.0,63.0,nappa
PT-0858,78.0,122.1,543.0,,49.09,100.0,15.0,android 18
PT-0859,31.0,76.5,567.0, Saiyan,33.24,108.0,0.0,majin buu
PT-0860,83.0,203.0,,Saiyan,57.65,129.0,129.0,captain ginyu
PT-0861,50.0,111.8,899.0,Saiyan,41.5,113.0,116.0, yamcha
PT-0862,41.0,94.0,696.0,Saiyan,34.34,65.0,123.0,krillin
PT-0863,69.0,119.6,642.0,Majin   ,40.28,145.0,87.0,tien
PT-0864,-1.0,174.0,766.0,,55.82,,41.0,dodoria
PT-0865,56.0,118.9,165.0,Majin,41.59,156.0,52.0,android 18
PT-0866,87.0,179.3,169.0,Namekian,51.33,186.0,31.0,frieza
PT-0867,43.0,121.3,471.0,Saiyan,35.71,83.0,0.0,lord slug
PT-0868,,183.5,438.0,Majin,38.94,113.0,84.0,krillin
PT-0869,58.0,92.6,698.0,Saiyan,38.95,75.0,92.0,yamcha
PT-0870,69.0,119.3,499.0,Saiyan,43.1,77.0,157.0,majin buu
PT-0871,76.0,118.7,699.0,Saiyan,48.1,66.0,80.0,hercule
PT-0872,50.0,116.9,233.0,Saiyan,45.25,68.0,11.0,cell
PT-0873,,221.0,490.0,Saiyan ,56.86,119.0,84.0,   majin buu
PT-0874,71.0,147.5,220.0,Saiyan,60.77,104.0,68.0,goku
PT-0875,32.0,102.6,621.0,Namekian,42.49,135.0,33.0,jaco
PT-0876,31.0,68.7,160.0,Human,48.05,59.0,65.0,android 18
PT-0877,70.0,127.8,607.0,Frieza  ,52.47,26.0,30.0,nappa
PT-0878,66.0,207.8,204.0,Human,50.74,149.0,81.0,krillin
PT-0879,68.0,158.5,391.0,Human,43.3,,104.0,android 18
PT-0880,69.0,150.8,843.0,   Saiyan   ,54.21,63.0,135.0,zarbon
PT-0881,75.0,268.0,565.0,Human,44.75,101.0,95.0,yamcha
PT-0882,89.0,295.7,184.0,Saiyan,43.84,118.0,134.0,piccolo
PT-0883,48.0,145.9,329.0,Frieza,51.41,11.0,46.0,pan
PT-0884,47.0,70.1,200.0,Frieza,28.81,38.0,51.0,tien
PT-0885,48.0,129.7,178.0,Saiyan,42.71,9.0,118.0, hercule 
PT-0886,76.0,248.2,529.0,Human,43.36,116.0,28.0,beerus
PT-0887,,326.1,690.0,Human,67.01,153.0,80.0,cell
PT-0888,61.0,105.1,642.0,Human   ,54.5,30.0,118.0,tien
PT-0889,20.0,37.7,707.0,Saiyan,32.23,86.0,36.0,gotenks
PT-0890,36.0,75.9,489.0,Human,44.37,96.0,44.0,   android 16 
PT-0891,53.0,95.3,418.0,Majin,41.26,46.0,56.0,gohan (kid)
PT-0892,59.0,161.2,259.0,   Saiyan   ,61.47,0.0,76.0,android 18
PT-0893,62.0,125.0,378.0,Human,50.77,37.0,117.0,yamcha
PT-0894,71.0,140.4,223.0,Saiyan,41.2,63.0,117.0,cell
PT-0895,64.0,142.8,297.0,Frieza,46.16,143.0,75.0,beerus
PT-0896,91.0,243.0,520.0,  Saiyan ,55.18,98.0,137.0,   captain ginyu 
PT-0897,56.0,105.8,459.0,Saiyan,40.4,35.0,83.0,jaco
PT-0898,53.0,142.9,3099.0,Saiyan  ,27.94,78.0,101.0,zarbon
PT-0899,80.0,113.2,220.0,Namekian,55.09,42.0,45.0,turles
PT-0900,39.0,94.5,457.0,Majin,24.51,82.0,127.0,hercule
PT-0901,78.0,133.6,210.0,   Saiyan,31.0,53.0,93.0,tien
PT-0902,72.0,162.5,,Saiyan,46.05,54.0,0.0,whis
PT-0903,,123.3,400.0,Majin,40.75,99.0,143.0,whis
PT-0904,102.0,171.7,818.0,Saiyan,53.91,182.0,102.0,nappa
PT-0905,58.0,124.3,376.0,Saiyan,20.0,164.0,55.0,hercule
PT-0906,111.0,161.6,439.0,Frieza,57.59,77.0,83.0, raditz  
PT-0907,65.0,121.6,381.0,Saiyan,44.61,58.0,93.0,krillin
PT-0908,44.0,109.6,213.0,Human,32.53,86.0,25.0,piccolo
PT-0909,71.0,204.3,,Saiyan,51.5,134.0,57.0,dodoria
PT-0910,48.0,72.6,392.0,Majin,50.34,0.0,41.0,tien
PT-0911,55.0,151.8,515.0,Majin,46.13,77.0,57.0,yamcha
PT-0912,78.0,206.1,689.0,  Saiyan,59.41,73.0,64.0,jaco
PT-0913,81.0,186.1,428.0,Human,61.27,18.0,121.0,dodoria
PT-0914,58.0,118.3,424.0,Frieza,35.05,23.0,81.0,gohan (adult) and videl
PT-0915,90.0,159.1,175.0,Majin,59.51,79.0,109.0,piccolo
PT-0916,93.0,179.5,681.0,   Saiyan  ,65.16,107.0,120.0,tien 
PT-0917,99.0,236.0,325.0,Saiyan,56.11,150.0,96.0,hercule
PT-0918,81.0,291.4,771.0,Namekian,46.07,109.0,46.0,nappa
PT-0919,97.0,334.3,1086.0,Saiyan,63.04,146.0,170.0,  dodoria
PT-0920,32.0,70.8,440.0,Saiyan   ,20.95,57.0,90.0,bojack
PT-0921,,104.2,267.0,Saiyan,36.9,53.0,139.0,gohan (kid)
PT-0922,,107.1,488.0, Namekian ,35.87,65.0,108.0,dodoria
PT-0923,72.0,173.0,607.0,  Saiyan,52.4,115.0,62.0,android 18
PT-0924,59.0,144.9,408.0,Saiyan,45.35,119.0,0.0, tien  
PT-0925,67.0,102.1,,Human,55.06,78.0,28.0,lord slug
PT-0926,108.0,163.2,691.0,Saiyan,55.83,79.0,131.0,zarbon
PT-0927,67.0,154.9,664.0,Saiyan,39.0,97.0,73.0,piccolo
PT-0928,78.0,170.2,400.0,Human,55.39,112.0,68.0,zarbon
PT-0929,65.0,105.8,183.0,Saiyan,39.61,131.0,0.0,dodoria
PT-0930,72.0,235.8,648.0,Frieza,43.97,60.0,80.0,android 18
PT-0931,70.0,188.6,311.0,Saiyan,33.15,59.0,36.0,pan
PT-0932,79.0,260.3,560.0,Namekian,53.93,123.0,56.0,majin buu
PT-0933,93.0,184.2,540.0,Human,69.53,88.0,129.0, vegeta   
PT-0934,103.0,246.0,159.0,Saiyan,52.97,94.0,61.0,gohan (future)
PT-0935,76.0,165.2,517.0,Saiyan,58.57,141.0,46.0,hercule
PT-0936,82.0,205.4,671.0,Human,52.32,41.0,95.0,krillin
PT-0937,47.0,80.5,722.0,Saiyan,24.68,150.0,98.0,yamcha
PT-0938,68.0,131.2,529.0, Saiyan,40.04,60.0,61.0,piccolo
PT-0939,89.0,233.7,150.0,Frieza,47.95,136.0,151.0,tien
PT-0940,87.0,178.6,10303.0,Human,52.27,95.0,40.0, dodoria   
PT-0941,74.0,114.9,631.0,Frieza,52.96,100.0,24.0,nappa
PT-0942,88.0,311.9,239.0,Saiyan,69.99,90.0,30.0,gohan (future)
PT-0943,80.0,125.3,307.0,Saiyan,40.55,128.0,20.0,   dodoria
PT-0944,94.0,264.6,566.0,Human,53.72,91.0,,piccolo
PT-0945,76.0,194.3,741.0,Saiyan,43.23,68.0,44.0,gohan (future)  
PT-0946,63.0,124.0,368.0,Saiyan,35.06,153.0,18.0,captain ginyu
PT-0947,77.0,167.0,809.0,Saiyan   ,51.56,93.0,99.0,tien
PT-0948,11.0,29.8,168.0,   Saiyan  ,24.41,12.0,71.0,tien
PT-0949,78.0,216.4,264.0,Majin,36.69,33.0,127.0,android 16
PT-0950,1.0,5.0,143.0,Saiyan,20.55,105.0,66.0,dodoria
PT-0951,36.0,67.9,288.0,Frieza,24.76,37.0,18.0,android 18
PT-0952,79.0,170.1,1218.0,Saiyan,51.69,176.0,96.0,  turles   
PT-0953,80.0,238.8,1694.0,Saiyan,62.16,110.0,106.0,cell
PT-0954,47.0,141.9,567.0,Saiyan,42.5,73.0,44.0,turles
PT-0955,56.0,202.0,336.0,Human ,43.82,82.0,76.0,lord slug 
PT-0956,97.0,266.3,431.0,,54.57,196.0,48.0,android 16
PT-0957,60.0,166.2,655.0,Namekian,44.53,0.0,47.0,yamcha
PT-0958,115.0,285.3,193.0,Saiyan,70.51,131.0,125.0,dodoria
PT-0959,70.0,229.8,349.0,Saiyan,51.71,75.0,139.0,zarbon
PT-0960,78.0,181.2,1166.0,Namekian,50.41,84.0,131.0,frieza
PT-0961,102.0,224.9,263.0,Saiyan,62.54,118.0,128.0,vegeta
PT-0962,73.0,217.9,314.0,,38.67,78.0,84.0,android 18
PT-0963,50.0,113.8,497.0,Saiyan,34.13,78.0,62.0,vegeta
PT-0964,68.0,113.2,584.0,Saiyan,52.86,83.0,20.0,frieza
PT-0965,69.0,137.0,339.0,Saiyan,54.34,,, vegeta
PT-0966,43.0,105.6,516.0,Saiyan,37.95,80.0,28.0,beerus
PT-0967,65.0,206.2,710.0,Namekian,57.83,111.0,,vegeta
PT-0968,55.0,111.4,1599.0,Human,46.06,52.0,106.0,lord slug
PT-0969,88.0,278.0,457.0,Frieza,53.33,175.0,121.0,android 18
PT-0970,71.0,151.3,481.0, Majin   ,38.64,140.0,127.0, vegeta
PT-0971,64.0,176.9,1232.0,   Saiyan   ,57.11,115.0,78.0,gohan (adult) and videl  
PT-0972,68.0,98.5,354.0,   Human,53.36,118.0,38.0,pan
PT-0973,74.0,231.8,223.0,Saiyan,63.99,90.0,80.0,majin buu
PT-0974,82.0,222.2,573.0,Namekian,70.13,141.0,58.0,jaco
PT-0975,50.0,90.0,940.0,Saiyan,29.7,133.0,91.0,zarbon
PT-0976,49.0,104.2,612.0, Frieza,29.33,102.0,50.0,whis
PT-0977,92.0,174.2,465.0,Human,33.89,81.0,90.0,broly
PT-0978,62.0,149.9,207.0,Human,52.15,78.0,101.0,majin buu
PT-0979,42.0,107.9,476.0,Human   ,42.05,87.0,30.0,gotenks
PT-0980,79.0,269.1,,Human,52.38,127.0,124.0,lord slug
PT-0981,300.0,225.0,235.0,Human,41.79,90.0,31.0,captain ginyu
PT-0982,39.0,136.1,425.0,  Human,34.89,39.0,70.0,frieza
PT-0983,75.0,189.2,391.0,Saiyan,51.48,153.0,79.0,zarbon
PT-0984,85.0,259.4,324.0,Human,60.26,55.0,123.0,android 16
PT-0985,77.0,256.6,572.0,Saiyan   ,52.98,54.0,29.0,nappa 
PT-0986,83.0,205.2,643.0,Human,58.51,43.0,27.0,lord slug
PT-0987,42.0,118.6,639.0,Human,35.81,26.0,89.0,captain ginyu
PT-0988,-5.0,163.7,274.0,Saiyan,60.25,141.0,68.0,nappa
PT-0989,64.0,194.9,184.0,Majin,50.65,132.0,71.0,  yamcha 
PT-0990,60.0,199.8,577.0,Human,34.5,75.0,46.0,raditz
PT-0991,87.0,247.9,364.0,Human,65.91,119.0,127.0,android 18
PT-0992,100.0,162.7,1485.0,Human,69.8,110.0,112.0,vegeta
PT-0993,106.0,304.3,1526.0,Human ,66.12,67.0,114.0,krillin
PT-0994,96.0,145.5,1627.0,Majin,60.65,196.0,50.0,nappa
PT-0995,68.0,206.3,280.0,Saiyan,60.47,139.0,98.0,vegeta
PT-0996,77.0,174.5,693.0,Saiyan,37.73,106.0,44.0,raditz
PT-0997,85.0,245.2,831.0,Human,63.93,64.0,63.0,gohan (kid)
PT-0998,72.0,224.4,,Saiyan,44.99,79.0,26.0,cell
PT-0999,73.0,115.7,398.0, Saiyan,57.96,61.0,75.0,majin buu
PT-1000,86.0,193.1,1062.0,Saiyan,55.36,103.0,133.0,goku
PT-1001,69.0,181.4,493.0,Saiyan,37.66,98.0,87.0,yamcha
PT-1002,55.0,131.7,532.0,Frieza,38.03,60.0,51.0,gohan (kid)
PT-1003,62.0,93.7,196.0, Saiyan,52.97,21.0,78.0,tien
PT-1004,83.0,141.5,725.0,Saiyan,51.52,182.0,92.0,android 18
PT-1005,0.0,163.7,421.0,Frieza,43.03,96.0,82.0,krillin
PT-1006,77.0,218.3,651.0,Frieza   ,45.77,110.0,91.0,piccolo
PT-1007,83.0,241.4,567.0,Saiyan,58.34,80.0,47.0,cooler
PT-1008,63.0,107.6,549.0,Namekian,59.21,,78.0,nappa
PT-1009,85.0,193.2,479.0,Saiyan,36.87,95.0,19.0,frieza
PT-1010,78.0,166.4,790.0,Majin,73.61,79.0,,android 18
PT-1011,,89.3,437.0,Saiyan,39.63,94.0,17.0,gotenks   
PT-1012,99.0,291.5,206.0,Saiyan,64.24,145.0,146.0,  vegeta
PT-1013,60.0,114.7,693.0,Saiyan,40.51,109.0,0.0,gohan (kid)
PT-1014,37.0,65.1,303.0,Majin,34.77,99.0,123.0,frieza
PT-1015,49.0,155.6,223.0,Saiyan,41.14,141.0,0.0,tien
PT-1016,50.0,134.3,267.0,Human,31.61,86.0,17.0,krillin
PT-1017,71.0,196.2,584.0,,41.95,131.0,92.0,zarbon
PT-1018,65.0,125.0,465.0,Saiyan,55.48,102.0,100.0,piccolo
PT-1019,63.0,146.3,137.0,  Namekian  ,32.78,4.0,63.0,krillin
PT-1020,82.0,150.9,391.0,Saiyan,56.33,89.0,123.0,android 16
PT-1021,77.0,254.0,994.0,Saiyan,47.84,57.0,52.0,   gohan (adult) and videl
PT-1022,76.0,252.6,376.0,Saiyan,42.71,100.0,67.0,yamcha
PT-1023,78.0,171.7,446.0,  Saiyan  ,66.98,61.0,73.0,frieza
PT-1024,82.0,186.7,921.0,Saiyan,45.16,120.0,66.0,hit
PT-1025,28.0,74.4,794.0, Human,22.16,92.0,0.0,raditz
PT-1026,63.0,179.6,910.0,Human,43.7,129.0,73.0,lord slug
PT-1027,,68.3,93.0,Saiyan,24.25,116.0,44.0,yamcha
PT-1028,71.0,203.4,1394.0,Saiyan,48.45,20.0,123.0,pan  
PT-1029,70.0,226.7,722.0,Majin,49.24,38.0,28.0,krillin
PT-1030,91.0,199.5,24646.0,Saiyan   ,58.28,,68.0,gohan (kid)
PT-1031,94.0,254.0,308.0,Human,56.61,146.0,144.0,bardock
PT-1032,74.0,191.0,171.0,Namekian,43.98,98.0,94.0,android 16
PT-1033,60.0,91.4,495.0,Saiyan,49.15,79.0,94.0,piccolo
PT-1034,80.0,291.0,418.0,Human  ,51.11,92.0,104.0,hercule
PT-1035,59.0,96.5,729.0,Frieza,39.64,0.0,90.0,beerus
PT-1036,70.0,211.5,939.0,,59.84,55.0,152.0,dodoria
PT-1037,90.0,287.9,,Frieza,55.03,98.0,97.0,yamcha
PT-1038,59.0,201.0,426.0,Saiyan,52.34,49.0,,raditz
PT-1039,86.0,239.9,, Human   ,64.21,75.0,116.0,jaco
PT-1040,84.0,161.4,423.0,Saiyan,63.9,200.0,66.0,yamcha
PT-1041,51.0,196.9,402.0,Saiyan,45.93,61.0,61.0,gohan (kid)
PT-1042,89.0,287.0,918.0,  Frieza   ,55.59,112.0,107.0,yamcha
PT-1043,84.0,213.2,1049.0,  Saiyan  ,53.09,107.0,56.0,tien
PT-1044,72.0,239.9,944.0,Frieza,46.85,111.0,60.0,captain ginyu
PT-1045,55.0,94.4,445.0,Human,24.66,55.0,88.0,vegeta
PT-1046,53.0,137.7,136.0,Frieza,46.95,122.0,45.0,krillin
PT-1047,59.0,212.3,451.0,Frieza,45.56,95.0,110.0,yamcha
PT-1048,81.0,145.0,313.0,Human,59.0,43.0,47.0,krillin
PT-1049,51.0,134.2,456.0,Frieza,39.46,66.0,26.0,   krillin  
PT-1050,79.0,276.7,329.0,  Majin,56.92,86.0,162.0,piccolo
PT-1051,45.0,168.9,487.0,Human,26.98,57.0,0.0,majin buu
PT-1052,66.0,192.3,264.0,Human,37.05,103.0,75.0,krillin
PT-1053,72.0,187.6,229.0,Saiyan,28.99,113.0,154.0,gohan (kid)
PT-1054,119.0,407.3,1026.0,Saiyan,66.53,146.0,112.0,frieza
PT-1055,42.0,69.1,275.0,Saiyan,30.62,77.0,113.0,majin buu
