id_patrulheiro,nivel,tempo_jogo_horas,medalhas_pt,raca,quest_sucess,ki_maximo,stamina_maxima,mentor_atual
PT-0878,66,207.8,204,Human,50.74,149,81,krillin
PT-0879,68,158.5,391,Human,43.3,36,104,android 18
PT-0880,69,150.8,843,Saiyan,54.21,63,135,zarbon
PT-0881,75,268.0,565,Human,44.75,101,95,yamcha
PT-0882,89,295.7,184,Saiyan,43.84,118,134,piccolo
PT-0883,48,145.9,329,Frieza,51.41,11,46,pan
PT-0884,47,70.1,200,Frieza,28.81,38,51,tien
PT-0885,48,129.7,178,Saiyan,42.71,9,118,hercule
PT-0886,76,248.2,529,Human,43.36,116,28,beerus
PT-0887,95,326.1,690,Human,67.01,153,80,cell
PT-0888,61,105.1,642,Human,54.5,30,118,tien
PT-0889,20,37.7,707,Saiyan,32.23,86,36,gotenks
PT-0890,36,75.9,489,Human,44.37,96,44,android 16
PT-0891,53,95.3,418,Majin,41.26,46,56,gohan (kid)
PT-0892,59,161.2,259,Saiyan,61.47,0,76,android 18
PT-0893,62,125.0,378,Human,50.77,37,117,yamcha
PT-0894,71,140.4,223,Saiyan,41.2,63,117,cell
PT-0895,64,142.8,297,Frieza,46.16,143,75,beerus
PT-0896,91,243.0,520,Saiyan,55.18,98,137,captain ginyu
PT-0897,56,105.8,459,Saiyan,40.4,35,83,jaco
PT-0898,53,142.9,3099,Saiyan,27.94,78,101,zarbon
PT-0899,80,113.2,220,Namekian,55.09,42,45,turles
PT-0900,39,94.5,457,Majin,24.51,82,127,hercule
PT-0901,78,133.6,210,Saiyan,31.0,53,93,tien
PT-0902,72,162.5,390,Saiyan,46.05,54,0,whis
PT-0903,67,123.3,400,Majin,40.75,99,143,whis
PT-0904,102,171.7,818,Saiyan,53.91,182,102,nappa
PT-0905,58,124.3,376,Saiyan,20.0,164,55,hercule
PT-0906,111,161.6,439,Frieza,57.59,77,83,raditz
PT-0907,65,121.6,381,Saiyan,44.61,58,93,krillin
PT-0908,44,109.6,213,Human,32.53,86,25,piccolo
PT-0909,71,204.3,333,Saiyan,51.5,134,57,dodoria
PT-0910,48,72.6,392,Majin,50.34,0,41,tien
PT-0911,55,151.8,515,Majin,46.13,77,57,yamcha
PT-0912,78,206.1,689,Saiyan,59.41,73,64,jaco
PT-0913,81,186.1,428,Human,61.27,18,121,dodoria
PT-0914,58,118.3,424,Frieza,35.05,23,81,gohan (adult) and videl
PT-0915,90,159.1,175,Majin,59.51,79,109,piccolo
PT-0916,93,179.5,681,Saiyan,65.16,107,120,tien
PT-0917,99,236.0,325,Saiyan,56.11,150,96,hercule
PT-0918,81,291.4,771,Namekian,46.07,109,46,nappa
PT-0919,97,334.3,1086,Saiyan,63.04,146,170,dodoria
PT-0920,32,70.8,440,Saiyan,20.95,57,90,bojack
PT-0921,64,104.2,267,Saiyan,36.9,53,139,gohan (kid)
PT-0922,53,107.1,488,Namekian,35.87,65,108,dodoria
PT-0923,72,173.0,607,Saiyan,52.4,115,62,android 18
PT-0924,59,144.9,408,Saiyan,45.35,119,0,tien
PT-0925,67,102.1,351,Human,55.06,78,28,lord slug
PT-0926,108,163.2,691,Saiyan,55.83,79,131,zarbon
PT-0927,67,154.9,664,Saiyan,39.0,97,73,piccolo
PT-0928,78,170.2,400,Human,55.39,112,68,zarbon
PT-0929,65,105.8,183,Saiyan,39.61,131,0,dodoria
PT-0930,72,235.8,648,Frieza,43.97,60,80,android 18
PT-0931,70,188.6,311,Saiyan,33.15,59,36,pan
PT-0932,79,260.3,560,Namekian,53.93,123,56,majin buu
PT-0933,93,184.2,540,Human,69.53,88,129,vegeta
PT-0934,103,246.0,159,Saiyan,52.97,94,61,gohan (future)
PT-0935,76,165.2,517,Saiyan,58.57,141,46,hercule
PT-0936,82,205.4,671,Human,52.32,41,95,krillin
PT-0937,47,80.5,722,Saiyan,24.68,150,98,yamcha
PT-0938,68,131.2,529,Saiyan,40.04,60,61,piccolo
PT-0939,89,233.7,150,Frieza,47.95,136,151,tien
PT-0940,87,178.6,10303,Human,52.27,95,40,dodoria
PT-0941,74,114.9,631,Frieza,52.96,100,24,nappa
PT-0942,88,311.9,239,Saiyan,69.99,90,30,gohan (future)
PT-0943,80,125.3,307,Saiyan,40.55,128,20,dodoria
PT-0944,94,264.6,566,Human,53.72,91,109,piccolo
PT-0945,76,194.3,741,Saiyan,43.23,68,44,gohan (future)
PT-0946,63,124.0,368,Saiyan,35.06,153,18,captain ginyu
PT-0947,77,167.0,809,Saiyan,51.56,93,99,tien
PT-0948,11,29.8,168,Saiyan,24.41,12,71,tien
PT-0949,78,216.4,264,Majin,36.69,33,127,android 16
PT-0950,1,5.0,143,Saiyan,20.55,105,66,dodoria
PT-0951,36,67.9,288,Frieza,24.76,37,18,android 18
PT-0952,79,170.1,1218,Saiyan,51.69,176,96,turles
PT-0953,80,238.8,1694,Saiyan,62.16,110,106,cell
PT-0954,47,141.9,567,Saiyan,42.5,73,44,turles
PT-0955,56,202.0,336,Human,43.82,82,76,lord slug
PT-0956,97,266.3,431,Namekian,54.57,196,48,android 16
PT-0957,60,166.2,655,Namekian,44.53,0,47,yamcha
PT-0958,115,285.3,193,Saiyan,70.51,131,125,dodoria
PT-0959,70,229.8,349,Saiyan,51.71,75,139,zarbon
PT-0960,78,181.2,1166,Namekian,50.41,84,131,frieza
PT-0961,102,224.9,263,Saiyan,62.54,118,128,vegeta
PT-0962,73,217.9,314,Human,38.67,78,84,android 18
PT-0963,50,113.8,497,Saiyan,34.13,78,62,vegeta
PT-0964,68,113.2,584,Saiyan,52.86,83,20,frieza
PT-0965,69,137.0,339,Saiyan,54.34,33,45,vegeta
PT-0966,43,105.6,516,Saiyan,37.95,80,28,beerus
PT-0967,65,206.2,710,Namekian,57.83,111,98,vegeta
PT-0968,55,111.4,1599,Human,46.06,52,106,lord slug
PT-0969,88,278.0,457,Frieza,53.33,175,121,android 18
PT-0970,71,151.3,481,Majin,38.64,140,127,vegeta
PT-0971,64,176.9,1232,Saiyan,57.11,115,78,gohan (adult) and videl
PT-0972,68,98.5,354,Human,53.36,118,38,pan
PT-0973,74,231.8,223,Saiyan,63.99,90,80,majin buu
PT-0974,82,222.2,573,Namekian,70.13,141,58,jaco
PT-0975,50,90.0,940,Saiyan,29.7,133,91,zarbon
PT-0976,49,104.2,612,Frieza,29.33,102,50,whis
PT-0977,92,174.2,465,Human,33.89,81,90,broly
PT-0978,62,149.9,207,Human,52.15,78,101,majin buu
PT-0979,42,107.9,476,Human,42.05,87,30,gotenks
PT-0980,79,269.1,1033,Human,52.38,127,124,lord slug
PT-0981,79,225.0,235,Human,41.79,90,31,captain ginyu
PT-0982,39,136.1,425,Human,34.89,39,70,frieza
PT-0983,75,189.2,391,Saiyan,51.48,153,79,zarbon
PT-0984,85,259.4,324,Human,60.26,55,123,android 16
PT-0985,77,256.6,572,Saiyan,52.98,54,29,nappa
PT-0986,83,205.2,643,Human,58.51,43,27,lord slug
PT-0987,42,118.6,639,Human,35.81,26,89,captain ginyu
PT-0988,77,163.7,274,Saiyan,60.25,141,68,nappa
PT-0989,64,194.9,184,Majin,50.65,132,71,yamcha
PT-0990,60,199.8,577,Human,34.5,75,46,raditz
PT-0991,87,247.9,364,Human,65.91,119,127,android 18
PT-0992,100,162.7,1485,Human,69.8,110,112,vegeta
PT-0993,106,304.3,1526,Human,66.12,67,114,krillin
PT-0994,96,145.5,1627,Majin,60.65,196,50,nappa
PT-0995,68,206.3,280,Saiyan,60.47,139,98,vegeta
PT-0996,77,174.5,693,Saiyan,37.73,106,44,raditz
PT-0997,85,245.2,831,Human,63.93,64,63,gohan (kid)
PT-0998,72,224.4,777,Saiyan,44.99,79,26,cell
PT-0999,73,115.7,398,Saiyan,57.96,61,75,majin buu
PT-1000,86,193.1,1062,Saiyan,55.36,103,133,goku
PT-1001,69,181.4,493,Saiyan,37.66,98,87,yamcha
PT-1002,55,131.7,532,Frieza,38.03,60,51,gohan (kid)
PT-1003,62,93.7,196,Saiyan,52.97,21,78,tien
PT-1004,83,141.5,725,Saiyan,51.52,182,92,android 18
PT-1005,70,163.7,421,Frieza,43.03,96,82,krillin
PT-1006,77,218.3,651,Frieza,45.77,110,91,piccolo
PT-1007,83,241.4,567,Saiyan,58.34,80,47,cooler
PT-1008,63,107.6,549,Namekian,59.21,18,78,nappa
PT-1009,85,193.2,479,Saiyan,36.87,95,19,frieza
PT-1010,78,166.4,790,Majin,73.61,79,108,android 18
PT-1011,45,89.3,437,Saiyan,39.63,94,17,gotenks
PT-1012,99,291.5,206,Saiyan,64.24,145,146,vegeta
PT-1013,60,114.7,693,Saiyan,40.51,109,0,gohan (kid)
PT-1014,37,65.1,303,Majin,34.77,99,123,frieza
PT-1015,49,155.6,223,Saiyan,41.14,141,0,tien
PT-1016,50,134.3,267,Human,31.61,86,17,krillin
PT-1017,71,196.2,584,Human,41.95,131,92,zarbon
PT-1018,65,125.0,465,Saiyan,55.48,102,100,piccolo
PT-1019,63,146.3,137,Namekian,32.78,4,63,krillin
PT-1020,82,150.9,391,Saiyan,56.33,89,123,android 16
PT-1021,77,254.0,994,Saiyan,47.84,57,52,gohan (adult) and videl
PT-1022,76,252.6,376,Saiyan,42.71,100,67,yamcha
PT-1023,78,171.7,446,Saiyan,66.98,61,73,frieza
PT-1024,82,186.7,921,Saiyan,45.16,120,66,hit
PT-1025,28,74.4,794,Human,22.16,92,0,raditz
PT-1026,63,179.6,910,Human,43.7,129,73,lord slug
PT-1027,26,68.3,93,Saiyan,24.25,116,44,yamcha
PT-1028,71,203.4,1394,Saiyan,48.45,20,123,pan
PT-1029,70,226.7,722,Majin,49.24,38,28,krillin
PT-1030,91,199.5,24646,Saiyan,58.28,200,68,gohan (kid)
PT-1031,94,254.0,308,Human,56.61,146,144,bardock
PT-1032,74,191.0,171,Namekian,43.98,98,94,android 16
PT-1033,60,91.4,495,Saiyan,49.15,79,94,piccolo
PT-1034,80,291.0,418,Human,51.11,92,104,hercule
PT-1035,59,96.5,729,Frieza,39.64,0,90,beerus
PT-1036,70,211.5,939,Human,59.84,55,152,dodoria
PT-1037,90,287.9,468,Frieza,55.03,98,97,yamcha
PT-1038,59,201.0,426,Saiyan,52.34,49,31,raditz
PT-1039,86,239.9,674,Human,64.21,75,116,jaco
PT-1040,84,161.4,423,Saiyan,63.9,200,66,yamcha
PT-1041,51,196.9,402,Saiyan,45.93,61,61,gohan (kid)
PT-1042,89,287.0,918,Frieza,55.59,112,107,yamcha
PT-1043,84,213.2,1049,Saiyan,53.09,107,56,tien
PT-1044,72,239.9,944,Frieza,46.85,111,60,captain ginyu
PT-1045,55,94.4,445,Human,24.66,55,88,vegeta
PT-1046,53,137.7,136,Frieza,46.95,122,45,krillin
PT-1047,59,212.3,451,Frieza,45.56,95,110,yamcha
PT-1048,81,145.0,313,Human,59.0,43,47,krillin
PT-1049,51,134.2,456,Frieza,39.46,66,26,krillin
PT-1050,79,276.7,329,Majin,56.92,86,162,piccolo
PT-1051,45,168.9,487,Human,26.98,57,0,majin buu
PT-1052,66,192.3,264,Human,37.05,103,75,krillin
PT-1053,72,187.6,229,Saiyan,28.99,113,154,gohan (kid)
PT-1054,119,407.3,1026,Saiyan,66.53,146,112,frieza
PT-1055,42,69.1,275,Saiyan,30.62,77,113,majin buu
PT-1056,99,232.9,493,Saiyan,52.37,113,125,android 16
PT-1057,73,163.2,874,Saiyan,51.88,2,81,hit
PT-1058,78,247.6,853,Human,47.8,124,79,gohan (kid)
PT-1059,72,222.2,794,Human,37.34,107,0,krillin
PT-1060,79,245.1,591,Human,71.96,54,73,krillin
PT-1061,67,174.5,761,Namekian,46.5,95,86,tien
PT-1062,99,214.9,1123,Frieza,50.93,135,109,bardock
PT-1063,61,145.8,636,Namekian,39.04,126,171,frieza
PT-1064,93,239.3,164,Human,55.81,125,106,gohan (adult) and videl
PT-1065,57,83.7,359,Saiyan,41.4,88,95,hit
PT-1066,69,173.4,748,Frieza,58.02,123,125,gotenks
PT-1067,49,167.8,338,Saiyan,38.96,57,86,vegeta
PT-1068,79,246.8,1303,Saiyan,66.44,110,82,broly
PT-1069,99,301.4,474,Saiyan,56.14,84,96,zarbon
PT-1070,68,139.4,519,Human,50.61,129,64,yamcha
PT-1071,66,170.0,968,Human,54.58,18,94,frieza
PT-1072,48,82.3,442,Saiyan,48.76,101,57,whis
PT-1073,65,125.4,548,Majin,56.49,83,100,hercule
PT-1074,38,79.7,845,Saiyan,33.02,99,16,vegeta
PT-1075,52,93.8,204,Saiyan,40.76,40,72,turles
PT-1076,75,114.1,415,Saiyan,30.16,94,145,dodoria
PT-1077,96,265.1,810,Saiyan,56.83,109,88,cell
PT-1078,126,309.2,513,Majin,79.13,148,192,nappa
PT-1079,58,111.1,1188,Saiyan,50.37,34,77,piccolo
PT-1080,99,174.3,191,Saiyan,58.91,135,97,gohan (kid)
PT-1081,75,188.2,179,Saiyan,63.59,16,87,broly
PT-1082,67,156.6,782,Majin,43.73,57,64,hit
PT-1083,79,171.6,828,Frieza,45.87,31,6,raditz
PT-1084,71,179.9,439,Human,44.65,120,115,yamcha
PT-1085,72,102.9,627,Human,39.82,104,168,tien
PT-1086,62,199.7,771,Frieza,49.78,98,93,majin buu
PT-1087,42,71.2,302,Saiyan,39.11,123,81,captain ginyu
PT-1088,39,83.7,322,Saiyan,40.48,49,50,frieza
PT-1089,83,181.1,552,Human,49.89,121,134,krillin
PT-1090,64,170.4,848,Saiyan,45.14,84,73,tien
PT-1091,58,107.4,245,Human,25.77,73,81,whis
PT-1092,70,226.8,438,Human,51.01,138,16,cooler
PT-1093,86,199.0,426,Saiyan,55.19,182,69,raditz
PT-1094,74,223.8,633,Human,40.8,72,96,piccolo
PT-1095,57,104.9,490,Saiyan,41.96,109,106,raditz
PT-1096,95,157.7,355,Saiyan,55.94,119,134,tien
PT-1097,102,236.1,1042,Namekian,74.91,125,38,krillin
PT-1098,80,228.2,357,Majin,43.51,104,27,lord slug
PT-1099,89,234.7,414,Saiyan,58.25,88,116,raditz
PT-1100,95,328.2,190,Saiyan,49.27,0,67,vegeta
PT-1101,93,267.0,321,Saiyan,52.74,166,131,frieza
PT-1102,82,293.9,672,Saiyan,55.01,68,22,nappa
PT-1103,82,168.7,597,Saiyan,51.11,86,83,dodoria
PT-1104,80,271.5,706,Saiyan,51.95,85,85,turles
PT-1105,48,126.5,686,Namekian,41.86,37,83,raditz
PT-1106,84,222.7,1724,Namekian,49.65,107,48,hercule
PT-1107,43,142.4,315,Majin,44.27,63,0,raditz
PT-1108,54,133.4,186,Human,39.16,45,75,piccolo
PT-1109,96,324.9,262,Majin,57.62,113,118,tien
PT-1110,87,244.5,323,Majin,57.69,98,131,cell
PT-1111,100,191.9,275,Namekian,61.82,147,86,zarbon
PT-1112,65,169.0,521,Majin,51.15,28,107,majin buu
PT-1113,47,117.9,1045,Majin,41.34,35,82,yamcha
PT-1114,65,234.2,1241,Majin,49.75,111,128,cooler
PT-1115,72,191.9,667,Human,46.2,62,78,krillin
PT-1116,72,153.3,1781,Saiyan,40.25,51,11,raditz
PT-1117,93,158.0,398,Saiyan,45.78,81,92,cooler
PT-1118,63,105.4,185,Saiyan,31.83,76,78,krillin
PT-1119,77,200.0,927,Saiyan,64.9,88,105,vegeta
PT-1120,50,94.0,164,Saiyan,22.3,62,4,frieza
PT-1121,79,236.9,313,Saiyan,61.15,52,73,lord slug
PT-1122,70,197.3,673,Saiyan,41.43,117,114,cell
PT-1123,55,182.2,463,Frieza,51.49,127,64,yamcha
PT-1124,65,160.3,439,Saiyan,28.38,6,63,tien
PT-1125,66,175.4,243,Saiyan,44.52,21,152,vegeta
PT-1126,65,142.2,490,Saiyan,57.63,122,33,raditz
PT-1127,105,356.8,900,Saiyan,67.71,177,153,gohan (kid)
PT-1128,68,98.7,499,Human,44.5,0,118,nappa
PT-1129,65,150.0,299,Human,30.46,115,66,vegeta
PT-1130,28,44.9,233,Saiyan,20.62,118,48,captain ginyu
PT-1131,52,184.3,303,Human,51.91,37,65,krillin
PT-1132,65,111.7,624,Saiyan,43.21,145,83,gohan (kid)
PT-1133,56,168.7,606,Human,41.83,68,45,raditz
PT-1134,98,282.9,305,Frieza,61.47,121,81,raditz
PT-1135,67,210.5,131,Frieza,36.38,55,63,hercule
PT-1136,96,176.7,634,Saiyan,61.66,147,84,raditz
PT-1137,71,138.9,288,Majin,45.04,120,67,yamcha
PT-1138,71,176.8,745,Majin,50.75,156,0,turles
PT-1139,68,143.6,313,Namekian,42.58,142,82,vegeta
PT-1140,70,170.4,272,Saiyan,35.42,86,58,piccolo
PT-1141,104,228.9,540,Human,58.18,200,28,majin buu
PT-1142,24,63.7,2028,Saiyan,34.73,103,33,android 16
PT-1143,30,55.2,772,Saiyan,35.15,76,36,jaco
PT-1144,59,169.9,535,Human,43.85,37,122,broly
PT-1145,70,125.5,611,Saiyan,55.19,25,57,cell
PT-1146,84,240.8,172,Saiyan,51.97,39,116,yamcha
PT-1147,79,147.5,251,Namekian,52.05,56,141,dodoria
PT-1148,62,179.8,109,Human,40.96,135,48,yamcha
PT-1149,90,267.1,1391,Frieza,63.65,121,91,frieza
PT-1150,91,164.6,1232,Majin,58.73,78,163,whis
PT-1151,74,99.4,624,Namekian,45.14,84,91,krillin
PT-1152,89,198.1,534,Majin,43.69,91,107,broly
PT-1153,75,153.8,194,Saiyan,58.84,122,66,frieza
PT-1154,59,129.9,432,Saiyan,37.65,42,99,yamcha
PT-1155,84,270.6,1444,Frieza,54.18,111,87,turles
PT-1156,72,208.0,533,Saiyan,67.62,100,7,frieza
PT-1157,70,142.7,351,Saiyan,54.41,52,65,zarbon
PT-1158,99,257.4,172,Human,72.49,173,52,captain ginyu
PT-1159,21,31.8,1128,Saiyan,24.1,35,49,yamcha
PT-1160,42,135.5,472,Saiyan,45.37,24,23,yamcha
PT-1161,46,84.6,172,Human,38.61,101,81,android 16
PT-1162,63,186.1,283,Saiyan,48.13,83,76,broly
PT-1163,65,182.3,229,Human,62.17,98,26,cell
PT-1164,40,40.1,455,Saiyan,33.77,15,38,gotenks
PT-1165,50,104.7,558,Human,40.15,102,90,gotenks
PT-1166,53,112.0,364,Saiyan,33.97,159,113,krillin
PT-1167,119,390.1,785,Human,74.71,75,77,majin buu
PT-1168,106,291.4,517,Saiyan,57.91,129,60,hercule
PT-1169,62,154.6,932,Saiyan,52.98,48,151,nappa
PT-1170,63,192.5,398,Majin,32.0,188,74,vegeta
PT-1171,47,145.8,3063,Saiyan,43.19,117,67,majin buu
PT-1172,32,84.2,351,Majin,27.65,67,23,hit
PT-1173,68,189.8,287,Saiyan,53.04,35,86,hit
PT-1174,50,126.9,266,Saiyan,39.89,31,134,dodoria
PT-1175,68,146.4,434,Saiyan,42.92,114,88,hercule
PT-1176,38,137.4,176,Namekian,32.11,6,99,dodoria
PT-1177,55,82.0,588,Saiyan,35.2,21,70,turles
PT-1178,73,136.0,157,Saiyan,55.9,89,40,android 16
PT-1179,77,245.0,543,Human,42.41,97,57,pan
PT-1180,78,175.3,219,Saiyan,49.06,108,40,zamasu
PT-1181,44,87.9,392,Majin,40.36,48,70,nappa
PT-1182,87,171.4,708,Frieza,67.71,136,140,bardock
PT-1183,54,123.6,1963,Human,41.53,39,74,cell
PT-1184,83,279.8,258,Human,51.26,121,76,raditz
PT-1185,70,132.4,450,Saiyan,50.19,95,47,krillin
PT-1186,42,68.4,319,Frieza,20.21,88,74,cell
PT-1187,64,133.1,292,Human,36.01,128,25,raditz
PT-1188,77,261.0,321,Saiyan,47.8,73,39,raditz
PT-1189,82,171.7,808,Frieza,47.1,69,123,frieza
PT-1190,67,211.9,368,Frieza,33.99,16,66,krillin
PT-1191,101,325.4,1900,Saiyan,67.26,30,89,zarbon
PT-1192,90,164.8,632,Saiyan,58.08,95,86,gohan (adult) and videl
PT-1193,65,212.8,269,Human,47.12,78,105,krillin
PT-1194,85,246.6,395,Namekian,48.45,55,96,android 18
PT-1195,109,250.4,305,Human,64.24,82,77,yamcha
PT-1196,109,261.0,796,Saiyan,67.72,178,78,turles
PT-1197,45,140.0,184,Saiyan,35.88,101,54,vegeta
PT-1198,51,165.1,220,Saiyan,43.96,20,78,gohan (adult) and videl
PT-1199,100,295.5,346,Saiyan,53.63,92,99,lord slug
PT-1200,49,159.3,742,Majin,40.38,85,59,broly
PT-1201,44,96.5,1033,Saiyan,46.74,40,63,captain ginyu
PT-1202,60,178.8,1128,Saiyan,53.86,46,71,dodoria
PT-1203,78,251.8,677,Namekian,61.82,79,53,krillin
PT-1204,68,133.0,469,Saiyan,49.48,128,122,captain ginyu
PT-1205,57,87.4,794,Saiyan,43.05,123,51,captain ginyu
PT-1206,57,125.3,248,Frieza,39.21,46,75,cooler
PT-1207,56,174.7,163,Saiyan,27.94,93,0,yamcha
PT-1208,52,145.7,640,Namekian,30.04,71,58,frieza
PT-1209,116,324.8,270,Saiyan,65.06,82,67,dodoria
PT-1210,76,106.7,474,Saiyan,49.53,79,44,cooler
PT-1211,88,244.0,529,Human,66.5,50,188,android 16
PT-1212,60,170.2,572,Saiyan,54.52,125,82,nappa
PT-1213,66,95.4,865,Human,40.91,145,125,captain ginyu
PT-1214,56,197.1,4133,Saiyan,48.95,58,103,vegeta
PT-1215,17,17.2,554,Human,22.98,18,81,majin buu
PT-1216,42,153.1,378,Saiyan,42.26,106,51,hercule
PT-1217,34,62.6,526,Majin,40.05,106,118,gohan (kid)
PT-1218,25,80.6,345,Human,39.94,5,81,raditz
PT-1219,46,148.8,438,Human,34.46,61,64,android 16
PT-1220,96,168.7,2371,Saiyan,66.51,104,108,hercule
PT-1221,69,127.1,550,Human,32.62,54,73,krillin
PT-1222,96,164.9,646,Human,68.77,122,99,zarbon
PT-1223,78,202.4,323,Saiyan,51.0,64,83,gohan (kid)
PT-1224,86,277.4,909,Human,54.37,77,105,majin buu
PT-1225,52,138.0,778,Saiyan,24.5,68,136,yamcha
PT-1226,80,193.2,781,Saiyan,48.89,34,38,hercule
PT-1227,85,254.7,561,Majin,64.84,16,135,android 16
PT-1228,58,161.6,916,Saiyan,39.79,113,56,gotenks
PT-1229,81,236.1,1057,Saiyan,58.11,65,137,bojack
PT-1230,81,201.7,584,Human,52.68,180,73,dodoria
PT-1231,59,174.8,460,Majin,52.1,156,88,cell
PT-1232,48,149.0,843,Saiyan,40.73,48,57,cell
PT-1233,46,99.9,286,Saiyan,30.95,160,0,gotenks
PT-1234,72,113.1,320,Saiyan,49.25,125,150,captain ginyu
PT-1235,77,128.6,477,Human,63.61,66,46,tien
PT-1236,54,145.8,173,Human,45.58,0,71,bardock
PT-1237,71,155.7,810,Human,47.47,114,38,krillin
PT-1238,81,285.4,277,Majin,70.45,96,33,goku
PT-1239,82,235.8,371,Frieza,62.07,113,79,raditz
PT-1240,101,259.1,434,Saiyan,66.93,102,77,dodoria
PT-1241,96,276.7,505,Saiyan,60.94,61,50,jaco
PT-1242,50,127.7,401,Saiyan,45.84,53,64,android 16
PT-1243,104,324.4,473,Saiyan,67.7,141,44,cooler
PT-1244,59,87.6,475,Saiyan,26.14,63,76,nappa
PT-1245,91,244.1,377,Namekian,59.56,88,89,gohan (kid)
PT-1246,71,231.9,310,Saiyan,47.11,26,0,krillin
PT-1247,62,213.9,943,Saiyan,40.8,83,52,cooler
PT-1248,34,129.8,139,Human,32.04,13,73,zarbon
PT-1249,67,160.4,436,Frieza,34.35,120,34,raditz
PT-1250,39,121.2,372,Saiyan,21.16,32,78,vegeta
PT-1251,89,240.8,634,Majin,65.57,89,110,jaco
PT-1252,100,274.8,206,Namekian,63.7,197,59,turles
PT-1253,54,84.5,365,Saiyan,22.3,61,67,zarbon
PT-1254,76,149.7,463,Human,45.79,73,116,bardock
PT-1255,55,136.5,936,Saiyan,49.04,97,33,dodoria
PT-1256,57,96.0,601,Saiyan,40.56,4,62,nappa
PT-1257,85,256.6,242,Saiyan,63.96,148,136,vegeta
PT-1258,69,228.5,368,Saiyan,56.0,125,44,broly
PT-1259,105,341.5,839,Majin,51.15,135,122,raditz
PT-1260,60,112.9,240,Namekian,42.85,0,29,raditz
PT-1261,90,290.6,470,Saiyan,52.42,92,87,goku
PT-1262,72,109.1,490,Human,37.69,37,98,lord slug
PT-1263,86,202.6,391,Saiyan,42.77,144,0,majin buu
PT-1264,61,177.9,2484,Saiyan,37.95,121,51,lord slug
PT-1265,69,128.4,385,Human,42.47,101,95,cell
PT-1266,68,89.9,645,Saiyan,49.47,36,87,tien
PT-1267,53,71.7,311,Majin,49.55,132,46,majin buu
PT-1268,83,228.2,676,Saiyan,57.31,86,44,raditz
PT-1269,83,250.7,831,Majin,59.2,169,113,yamcha
PT-1270,82,141.1,346,Saiyan,50.67,106,75,bardock
PT-1271,101,161.5,477,Saiyan,65.22,131,123,krillin
PT-1272,99,273.6,288,Majin,58.41,91,115,krillin
PT-1273,63,136.7,248,Human,41.67,137,56,gohan (kid)
PT-1274,77,239.0,918,Saiyan,65.98,116,127,gotenks
PT-1275,58,205.2,353,Namekian,24.56,134,47,bardock
PT-1276,70,213.3,116,Saiyan,33.01,93,127,yamcha
PT-1277,58,180.9,1421,Saiyan,46.26,75,123,vegeta
PT-1278,102,246.8,305,Saiyan,58.68,135,143,lord slug
PT-1279,77,263.0,425,Human,39.3,149,77,android 18
PT-1280,66,134.6,1319,Human,37.96,123,178,raditz
PT-1281,94,143.4,453,Namekian,50.2,111,102,nappa
PT-1282,27,76.5,447,Human,37.94,0,59,cooler
PT-1283,30,43.6,236,Saiyan,41.7,86,50,krillin
PT-1284,86,265.6,1914,Saiyan,67.52,41,45,majin buu
PT-1285,71,207.4,446,Saiyan,35.69,88,132,gohan (kid)
PT-1286,75,249.1,613,Majin,39.06,85,60,gotenks
PT-1287,43,77.2,592,Saiyan,25.71,8,97,cell
PT-1288,70,150.9,369,Human,58.31,101,125,android 18
PT-1289,110,304.7,499,Human,67.34,200,131,majin buu
PT-1290,86,165.2,164,Majin,55.04,86,63,tien
PT-1291,73,187.3,649,Saiyan,51.04,119,67,raditz
PT-1292,61,158.8,543,Saiyan,43.95,173,0,captain ginyu
PT-1293,62,224.1,1610,Frieza,35.83,114,69,hercule
PT-1294,27,79.7,495,Human,34.91,26,81,turles
PT-1295,75,138.9,280,Human,48.51,99,73,vegeta
PT-1296,87,210.5,478,Majin,45.2,119,67,hercule
PT-1297,38,89.9,405,Frieza,39.79,118,45,raditz
PT-1298,57,103.9,640,Saiyan,39.39,124,119,tien
PT-1299,47,92.2,501,Frieza,40.62,0,61,raditz
PT-1300,51,113.6,231,Saiyan,39.4,37,140,beerus
PT-1301,71,109.3,185,Frieza,55.53,84,57,frieza
PT-1302,28,84.4,577,Saiyan,32.96,12,58,dodoria
PT-1303,82,145.1,1130,Saiyan,45.73,0,70,majin buu
PT-1304,85,243.8,517,Saiyan,56.58,69,172,krillin
PT-1305,65,102.7,803,Majin,48.84,82,83,yamcha
PT-1306,20,48.8,905,Frieza,32.09,25,129,tien
PT-1307,50,100.2,578,Saiyan,48.29,30,48,yamcha
PT-1308,95,330.4,302,Saiyan,53.07,108,158,zarbon
PT-1309,14,46.7,554,Saiyan,30.94,55,45,gohan (kid)
PT-1310,63,160.9,1017,Saiyan,31.4,62,108,hercule
PT-1311,46,126.0,677,Majin,37.44,122,13,gotenks
PT-1312,86,163.4,772,Saiyan,52.2,101,104,pan
PT-1313,56,153.3,373,Frieza,53.98,40,26,piccolo
PT-1314,78,234.2,436,Frieza,49.95,47,95,captain ginyu
PT-1315,81,276.1,459,Saiyan,57.26,86,26,krillin
PT-1316,107,190.3,478,Human,48.71,160,101,raditz
PT-1317,66,102.5,993,Frieza,43.59,50,120,android 18
PT-1318,78,236.3,121,Namekian,44.43,116,107,zarbon
