nome,tamanho_cm,necessidade_agua,necessidade_luz,toxica_para_pets,ideal_interno
Samambaia,31.0,Alta,Sol-pleno,0,0
Samambaia,54.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,59.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,14.0,Media,,0,1
Ficus,59.0,Media,Sombra,0,1
Suculenta,95.0,Alta,Meia-sombra,1,0
Samambaia,63.0,Media,Sol-pleno,1,0
Samambaia,79.0,Media,Meia-sombra,0,1
Samambaia,54.0,Baixa,Sombra,1,1
Samambaia,49.0,Baixa,Sombra,0,1
Cacto,,Media,Sombra,0,1
Espada-de-sao-jorge,34.0,Baixa,Sombra,0,1
Suculenta,31.0,Media,Meia-sombra,1,1
Orquidea,75.0,Alta,Meia-sombra,1,1
Cacto,77.0,Media,Sombra,0,1
Ficus,30.0,Media,Sombra,0,1
Ficus,69.0,Baixa,Sol-pleno,1,0
Samambaia,48.0,Media,Sol-pleno,0,1
Samambaia,57.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,59.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,70.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,52.0,Alta,Meia-sombra,0,1
Suculenta,78.0,Alta,Sombra,0,1
Suculenta,56.0,Media,Meia-sombra,0,1
Suculenta,62.0,Alta,Sol-pleno,1,1
Cacto,33.0,Baixa,Meia-sombra,0,1
Orquidea,93.0,Baixa,Sol-pleno,0,1
Orquidea,59.0,Alta,Meia-sombra,0,1
Orquidea,64.0,Baixa,Sombra,0,1
Suculenta,18.0,Media,Meia-sombra,0,1
Ficus,34.0,Baixa,Sol-pleno,0,1
Orquidea,75.0,Baixa,Meia-sombra,0,1
Cacto,56.0,Media,Meia-sombra,0,1
Orquidea,12.0,Media,Sombra,0,1
Suculenta,71.0,Alta,Sol-pleno,0,0
Espada-de-sao-jorge,39.0,Alta,Meia-sombra,0,1
Cacto,78.0,Media,Sombra,0,1
Espada-de-sao-jorge,48.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,54.0,Baixa,Sombra,0,1
Samambaia,74.0,Baixa,Sol-pleno,0,1
Cacto,32.0,Baixa,Sol-pleno,1,0
Suculenta,30.0,Alta,Sombra,0,1
Orquidea,,Baixa,Sol-pleno,1,0
Orquidea,67.0,Media,Sombra,1,0
Espada-de-sao-jorge,23.0,Alta,Meia-sombra,0,1
Cacto,17.0,Alta,Meia-sombra,0,1
Suculenta,66.0,Media,Sombra,0,1
Cacto,38.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,42.0,Media,Sol-pleno,0,1
Samambaia,,Media,Meia-sombra,0,1
Suculenta,36.0,Baixa,Sombra,1,1
Ficus,50.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,69.0,Alta,Meia-sombra,1,1
Cacto,35.0,Baixa,Sol-pleno,1,1
Cacto,83.0,Baixa,Meia-sombra,0,1
Suculenta,36.0,Baixa,Sombra,1,1
Cacto,36.0,Alta,Sombra,1,1
Espada-de-sao-jorge,81.0,Baixa,Sombra,0,1
Suculenta,54.0,Alta,Sombra,0,1
Suculenta,39.0,Alta,,0,1
Ficus,47.0,Media,Sombra,0,1
Ficus,77.0,Media,Sol-pleno,0,1
Cacto,79.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,34.0,Alta,Sombra,0,1
Espada-de-sao-jorge,49.0,Baixa,Sombra,1,1
Suculenta,52.0,Baixa,Sol-pleno,0,1
Suculenta,30.0,Media,Meia-sombra,0,1
Cacto,49.0,Baixa,Meia-sombra,0,1
Samambaia,50.0,Baixa,Sol-pleno,1,0
Ficus,73.0,Alta,Meia-sombra,0,1
Cacto,74.0,Media,Sol-pleno,0,1
Samambaia,43.0,Media,Meia-sombra,0,1
Samambaia,46.0,Baixa,Meia-sombra,0,1
Samambaia,63.0,Baixa,Sombra,1,1
Ficus,38.0,Baixa,Meia-sombra,0,1
Suculenta,62.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,48.0,Baixa,Meia-sombra,0,1
Orquidea,31.0,Media,Sombra,1,0
Cacto,31.0,Baixa,Meia-sombra,1,1
Cacto,79.0,Media,Sol-pleno,0,1
Samambaia,47.0,Media,Sol-pleno,1,1
Ficus,83.0,Baixa,Meia-sombra,0,1
Suculenta,40.0,Media,Sol-pleno,1,0
Suculenta,56.0,Baixa,Sombra,1,1
Ficus,98.0,Baixa,Meia-sombra,0,1
Cacto,29.0,Alta,Meia-sombra,0,1
Samambaia,12.0,Alta,Sombra,0,1
Samambaia,,Media,Sol-pleno,0,1
Orquidea,33.0,Alta,Sol-pleno,0,1
Suculenta,50.0,Media,Sombra,0,1
Suculenta,38.0,Baixa,Sombra,0,1
Orquidea,55.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,31.0,Media,Sol-pleno,0,1
Orquidea,46.0,Media,Sol-pleno,0,1
Suculenta,59.0,Media,Sombra,0,1
Espada-de-sao-jorge,30.0,Baixa,Sol-pleno,0,1
Cacto,36.0,Alta,Sol-pleno,1,1
Espada-de-sao-jorge,43.0,Media,Sol-pleno,1,1
Orquidea,21.0,Media,Sol-pleno,0,1
Suculenta,42.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,52.0,Alta,Meia-sombra,0,1
Suculenta,42.0,Baixa,Sombra,1,1
Orquidea,45.0,Baixa,Sombra,0,1
Samambaia,50.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,37.0,Baixa,Sol-pleno,0,1
Suculenta,64.0,Media,Sombra,0,1
Orquidea,79.0,Alta,Meia-sombra,0,1
Cacto,41.0,Alta,,1,1
Espada-de-sao-jorge,60.0,Media,Sombra,1,1
Ficus,45.0,Alta,Meia-sombra,0,1
Ficus,57.0,Alta,Meia-sombra,0,1
Suculenta,81.0,Alta,Meia-sombra,0,1
Orquidea,60.0,Baixa,Meia-sombra,1,1
Orquidea,,Alta,Meia-sombra,0,1
Cacto,59.0,Baixa,Sol-pleno,1,1
Suculenta,75.0,Alta,Sombra,0,1
Suculenta,46.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,70.0,Baixa,Meia-sombra,0,1
Suculenta,36.0,Baixa,,0,1
Cacto,20.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,53.0,Baixa,Sol-pleno,1,1
Ficus,15.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,45.0,Media,Sombra,0,1
Ficus,76.0,Alta,Sombra,1,1
Samambaia,12.0,Media,Meia-sombra,0,1
Orquidea,24.0,Media,Meia-sombra,0,1
Orquidea,29.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,49.0,Media,Sombra,0,1
Orquidea,43.0,Media,Sol-pleno,0,1
Suculenta,78.0,Media,Meia-sombra,0,1
Cacto,69.0,Baixa,Meia-sombra,0,1
Ficus,60.0,Baixa,Sombra,0,1
Ficus,53.0,Alta,Sol-pleno,0,1
Samambaia,58.0,Media,Meia-sombra,0,1
Ficus,,Baixa,,1,1
Suculenta,67.0,Baixa,Sombra,0,1
Orquidea,28.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,67.0,Baixa,Sombra,1,1
Cacto,74.0,Baixa,Sol-pleno,1,0
Espada-de-sao-jorge,54.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,46.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,58.0,Media,Meia-sombra,1,0
Cacto,5.0,Alta,Meia-sombra,0,1
Samambaia,56.0,Baixa,,1,1
Espada-de-sao-jorge,48.0,Media,Meia-sombra,1,1
Samambaia,49.0,Alta,Meia-sombra,0,1
Cacto,64.0,Media,Meia-sombra,1,0
Ficus,49.0,Baixa,Sol-pleno,1,1
Orquidea,27.0,Alta,Sombra,1,1
Suculenta,47.0,Alta,Sombra,1,1
Ficus,51.0,Baixa,,0,1
Samambaia,52.0,Baixa,Sol-pleno,0,1
Suculenta,53.0,Alta,Sol-pleno,0,1
Suculenta,71.0,Baixa,Meia-sombra,1,1
Orquidea,28.0,Alta,Meia-sombra,1,1
Samambaia,54.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,,Alta,Sombra,1,0
Cacto,15.0,Alta,Sol-pleno,1,1
Orquidea,54.0,Media,Meia-sombra,0,1
Samambaia,38.0,Baixa,Meia-sombra,1,1
Ficus,43.0,Media,Sombra,0,1
Ficus,32.0,Alta,,0,1
Cacto,47.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,87.0,Baixa,Meia-sombra,0,1
Ficus,25.0,Media,Meia-sombra,0,1
Cacto,27.0,Alta,Sol-pleno,0,1
Ficus,24.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,85.0,Alta,Sombra,1,0
Orquidea,41.0,Baixa,,0,1
Orquidea,49.0,Alta,Meia-sombra,0,1
Orquidea,42.0,Baixa,Sol-pleno,0,1
Suculenta,31.0,Baixa,Sombra,0,1
Orquidea,45.0,Media,,0,1
Ficus,99.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,78.0,Baixa,Meia-sombra,1,1
Orquidea,33.0,Media,Sol-pleno,0,1
Orquidea,63.0,Baixa,Meia-sombra,1,1
Cacto,33.0,Alta,Meia-sombra,0,1
Orquidea,14.0,Baixa,Sombra,1,1
Cacto,70.0,Media,Meia-sombra,1,1
Ficus,73.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,71.0,Baixa,Meia-sombra,0,1
Samambaia,41.0,Baixa,Meia-sombra,0,1
Ficus,47.0,Alta,Meia-sombra,0,1
Suculenta,65.0,Baixa,Sombra,0,1
Samambaia,58.0,Alta,Sombra,0,1
Espada-de-sao-jorge,42.0,Media,Sombra,1,1
Cacto,18.0,Alta,Meia-sombra,1,1
Ficus,52.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,72.0,Baixa,Sol-pleno,0,1
Suculenta,26.0,Alta,Sombra,0,1
Samambaia,63.0,Alta,Sombra,0,1
Orquidea,57.0,Alta,Meia-sombra,1,0
Suculenta,,Baixa,Sombra,0,1
Ficus,67.0,Media,Meia-sombra,0,1
Orquidea,36.0,Media,Meia-sombra,0,1
Cacto,18.0,Media,Sol-pleno,0,1
Orquidea,39.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,68.0,Media,Sol-pleno,0,1
Suculenta,39.0,Media,Meia-sombra,0,1
Orquidea,36.0,Baixa,Sol-pleno,0,1
Samambaia,14.0,Media,Meia-sombra,1,1
Samambaia,85.0,Baixa,Meia-sombra,0,1
Cacto,67.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,65.0,Baixa,Meia-sombra,0,1
Suculenta,69.0,Media,Sol-pleno,0,1
Cacto,62.0,Baixa,Meia-sombra,1,1
Orquidea,45.0,Media,Sombra,0,1
Espada-de-sao-jorge,47.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,41.0,Alta,Meia-sombra,0,1
Samambaia,103.0,Baixa,Meia-sombra,1,1
Orquidea,61.0,Media,Sombra,1,1
Suculenta,41.0,Baixa,Sombra,0,1
Cacto,59.0,Media,Sombra,0,1
Cacto,30.0,Media,Meia-sombra,0,1
Ficus,80.0,Alta,Sombra,0,1
Samambaia,37.0,Media,Meia-sombra,0,1
Suculenta,60.0,Alta,Sombra,0,0
Espada-de-sao-jorge,71.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,58.0,Baixa,Sombra,0,1
Samambaia,52.0,Baixa,Sombra,1,0
Orquidea,50.0,Media,Sombra,1,1
Ficus,49.0,Baixa,Sol-pleno,1,0
Orquidea,38.0,Baixa,Sombra,0,1
Cacto,41.0,Baixa,Meia-sombra,0,1
Cacto,80.0,Alta,Meia-sombra,0,1
Orquidea,48.0,Alta,Sol-pleno,0,0
Cacto,34.0,Baixa,Meia-sombra,0,1
Orquidea,40.0,Alta,Meia-sombra,0,1
Suculenta,72.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,64.0,Media,Sol-pleno,0,1
Suculenta,61.0,Baixa,Sombra,1,1
Samambaia,45.0,Media,Sol-pleno,1,0
Orquidea,61.0,Alta,Meia-sombra,0,1
Cacto,37.0,Alta,Sombra,1,0
Suculenta,45.0,Media,Meia-sombra,0,1
Ficus,69.0,Media,Sol-pleno,0,1
Ficus,,Alta,Sombra,1,1
Suculenta,30.0,Baixa,Sombra,0,1
Samambaia,33.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,52.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,,Alta,Sombra,0,1
Orquidea,12.0,Media,Sol-pleno,0,1
Orquidea,56.0,Media,Meia-sombra,0,1
Suculenta,22.0,Media,Sombra,0,1
Ficus,37.0,Baixa,Sombra,0,1
Cacto,43.0,Baixa,Meia-sombra,0,1
Cacto,42.0,Alta,Sombra,0,1
Espada-de-sao-jorge,39.0,Baixa,Meia-sombra,1,1
Samambaia,50.0,Baixa,Sombra,1,1
Cacto,39.0,Baixa,Sombra,0,1
Cacto,21.0,Alta,Sol-pleno,1,1
Ficus,66.0,Baixa,Sombra,0,1
Ficus,65.0,Alta,Sol-pleno,0,1
Cacto,67.0,Media,Sombra,0,1
Ficus,19.0,Alta,Meia-sombra,0,1
Ficus,56.0,Media,Sombra,1,1
Cacto,64.0,Baixa,Meia-sombra,1,1
Samambaia,29.0,Media,Meia-sombra,0,0
Suculenta,50.0,Media,Sombra,0,1
Ficus,48.0,Baixa,Meia-sombra,0,1
Samambaia,87.0,Media,Sol-pleno,0,1
Cacto,88.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,17.0,Alta,Sombra,1,1
Suculenta,100.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,32.0,Baixa,Sombra,1,1
Cacto,70.0,Media,Sombra,0,1
Cacto,69.0,Media,Meia-sombra,0,1
Cacto,30.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,60.0,Media,Sombra,1,1
Espada-de-sao-jorge,48.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,61.0,Baixa,Meia-sombra,0,1
Orquidea,55.0,Alta,Sol-pleno,0,0
Suculenta,74.0,Media,Meia-sombra,1,1
Suculenta,52.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,47.0,Media,Sol-pleno,0,1
Samambaia,72.0,Alta,Sombra,0,1
Cacto,62.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,65.0,Media,Sol-pleno,0,1
Cacto,37.0,Media,Sombra,0,1
Samambaia,29.0,Media,Sol-pleno,0,1
Suculenta,39.0,Alta,Sombra,0,1
Samambaia,38.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,66.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,70.0,Baixa,Sombra,0,1
Samambaia,47.0,Alta,Sol-pleno,0,0
Suculenta,,Media,Sombra,0,1
Espada-de-sao-jorge,77.0,Baixa,Sombra,0,1
Orquidea,55.0,Media,Meia-sombra,0,1
Samambaia,34.0,Media,Meia-sombra,0,1
Suculenta,82.0,Baixa,Sol-pleno,0,1
Suculenta,49.0,Alta,Sol-pleno,0,1
Suculenta,53.0,Alta,Sol-pleno,1,0
Ficus,43.0,Alta,Meia-sombra,0,1
Samambaia,32.0,Media,Sombra,0,1
Espada-de-sao-jorge,21.0,Baixa,Sol-pleno,0,1
Samambaia,63.0,Baixa,Meia-sombra,0,1
Samambaia,34.0,Alta,Sombra,0,1
Samambaia,111.0,Baixa,Sol-pleno,1,0
Samambaia,28.0,Alta,Meia-sombra,0,1
Ficus,25.0,Alta,Meia-sombra,1,0
Cacto,60.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,81.0,Alta,Sol-pleno,1,0
Ficus,51.0,Baixa,Sombra,0,1
Samambaia,,Media,Meia-sombra,0,1
Ficus,13.0,Media,Sombra,0,1
Suculenta,36.0,Alta,Meia-sombra,0,1
Samambaia,29.0,Media,Sombra,1,1
Orquidea,12.0,Alta,Meia-sombra,1,1
Suculenta,52.0,Media,Sol-pleno,0,1
Orquidea,5.0,Alta,Meia-sombra,0,1
Suculenta,24.0,Alta,Sol-pleno,0,1
Cacto,,Alta,Sol-pleno,0,0
Espada-de-sao-jorge,33.0,Media,Sombra,1,1
Cacto,58.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,56.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,68.0,Alta,Meia-sombra,0,1
Suculenta,65.0,Alta,,1,0
Orquidea,73.0,Media,Meia-sombra,0,1
Samambaia,50.0,Alta,Sombra,0,1
Orquidea,56.0,Alta,Meia-sombra,1,1
Orquidea,60.0,Alta,Sombra,0,1
Espada-de-sao-jorge,53.0,Baixa,Meia-sombra,0,1
Samambaia,42.0,Media,Meia-sombra,0,1
Orquidea,43.0,Alta,Sol-pleno,0,1
Cacto,34.0,Alta,Sombra,1,1
Samambaia,58.0,Alta,Meia-sombra,1,1
Samambaia,48.0,Baixa,Sombra,0,1
Suculenta,37.0,Baixa,Meia-sombra,1,1
Samambaia,37.0,Alta,Meia-sombra,0,1
Ficus,26.0,Alta,Meia-sombra,1,1
Cacto,70.0,Baixa,Sombra,0,1
Suculenta,52.0,Media,Sombra,0,1
Samambaia,33.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,66.0,Baixa,Meia-sombra,0,1
Orquidea,39.0,Alta,Sombra,1,1
Suculenta,22.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,70.0,Baixa,Sombra,0,1
Cacto,39.0,Alta,Meia-sombra,0,1
Ficus,42.0,Media,Meia-sombra,0,1
Ficus,51.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,73.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,50.0,Baixa,Sol-pleno,1,0
Orquidea,26.0,Media,Sombra,0,1
Ficus,61.0,Media,Sol-pleno,1,0
Samambaia,40.0,Alta,Meia-sombra,1,1
Ficus,88.0,Baixa,Meia-sombra,0,1
Ficus,50.0,Media,Sol-pleno,0,1
Samambaia,5.0,Media,Sombra,1,1
Suculenta,57.0,Media,Sombra,1,0
Ficus,89.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,82.0,Media,Meia-sombra,1,1
Cacto,87.0,Alta,Meia-sombra,1,1
Samambaia,30.0,Alta,Sombra,0,1
Suculenta,68.0,Alta,Meia-sombra,1,1
Orquidea,36.0,Alta,Sombra,0,1
Samambaia,54.0,Media,,1,1
Ficus,25.0,Baixa,Meia-sombra,1,1
Ficus,37.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,36.0,Media,Sol-pleno,0,1
Ficus,68.0,Baixa,Sombra,0,1
Suculenta,66.0,Baixa,Sombra,1,1
Cacto,56.0,Baixa,Meia-sombra,0,1
Orquidea,23.0,Alta,Sol-pleno,1,0
Ficus,44.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,35.0,Alta,Meia-sombra,0,1
Orquidea,67.0,Media,Meia-sombra,1,1
Cacto,74.0,Baixa,Sombra,0,1
Samambaia,71.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,35.0,Alta,Sombra,0,1
Samambaia,5.0,Alta,Meia-sombra,0,1
Cacto,15.0,Media,,0,1
Cacto,78.0,Media,Meia-sombra,0,1
Samambaia,42.0,Baixa,Sombra,0,1
Cacto,35.0,Baixa,Sol-pleno,0,1
Ficus,83.0,Media,Sombra,0,1
Ficus,75.0,Media,Sol-pleno,0,1
Samambaia,50.0,Baixa,Sol-pleno,0,1
Ficus,44.0,Alta,Meia-sombra,1,1
Cacto,47.0,Media,Sombra,0,1
Espada-de-sao-jorge,55.0,Baixa,,0,1
Ficus,82.0,Alta,Sol-pleno,0,0
Ficus,,Baixa,Meia-sombra,1,1
Ficus,65.0,Alta,Sol-pleno,1,0
Suculenta,73.0,Baixa,Sol-pleno,1,1
Samambaia,27.0,Media,Sol-pleno,1,0
Cacto,65.0,Media,Sombra,0,1
Ficus,44.0,Alta,Meia-sombra,1,1
Samambaia,5.0,Baixa,Sombra,0,1
Cacto,7.0,Alta,Sombra,1,1
Cacto,30.0,Media,Meia-sombra,1,1
Suculenta,61.0,Baixa,Sombra,1,1
Orquidea,52.0,Media,Sombra,0,1
Cacto,54.0,Alta,Sol-pleno,1,1
Espada-de-sao-jorge,89.0,Media,Meia-sombra,0,1
Suculenta,25.0,Baixa,Meia-sombra,0,1
Samambaia,49.0,Media,Sombra,0,1
Samambaia,56.0,Media,Sol-pleno,0,1
Samambaia,35.0,Baixa,Meia-sombra,0,1
Suculenta,51.0,Baixa,Meia-sombra,0,1
Samambaia,18.0,Alta,,0,1
Espada-de-sao-jorge,78.0,Baixa,Sombra,0,1
Cacto,36.0,Media,Sombra,0,1
Espada-de-sao-jorge,91.0,Alta,Sombra,0,1
Orquidea,49.0,Baixa,Sol-pleno,1,1
Cacto,71.0,Media,Meia-sombra,0,1
Samambaia,49.0,Baixa,Meia-sombra,1,1
Orquidea,49.0,Alta,Sol-pleno,0,1
Samambaia,38.0,Media,Sol-pleno,0,1
Samambaia,52.0,Alta,Sombra,0,1
Espada-de-sao-jorge,56.0,Alta,Meia-sombra,0,1
Cacto,34.0,Media,Meia-sombra,0,1
Ficus,47.0,Baixa,Sombra,0,1
Cacto,38.0,Media,Sol-pleno,0,1
Cacto,96.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,48.0,Media,Meia-sombra,0,1
Orquidea,,Baixa,Meia-sombra,0,1
Samambaia,46.0,Alta,Sol-pleno,1,1
Ficus,55.0,Media,Sombra,0,1
Suculenta,24.0,Baixa,Meia-sombra,0,1
Ficus,41.0,Alta,Sol-pleno,0,0
Samambaia,54.0,Alta,Sol-pleno,0,1
Ficus,82.0,Media,Meia-sombra,0,1
Ficus,54.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,78.0,Media,Sol-pleno,0,1
Ficus,63.0,Media,,0,1
Ficus,,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,,Baixa,Meia-sombra,0,1
Samambaia,98.0,Alta,Meia-sombra,0,1
Orquidea,40.0,Baixa,,1,1
Ficus,35.0,Baixa,Sombra,0,1
Ficus,26.0,Media,Sol-pleno,0,1
Ficus,97.0,Baixa,,0,1
Orquidea,66.0,Media,Sombra,1,1
Suculenta,43.0,Media,Meia-sombra,1,1
Cacto,75.0,Baixa,Sol-pleno,1,0
Samambaia,64.0,Alta,Sombra,0,1
Ficus,89.0,Baixa,Sombra,0,1
Suculenta,19.0,Alta,Sombra,1,1
Samambaia,45.0,Alta,Sombra,0,1
Suculenta,41.0,Media,Meia-sombra,1,1
Orquidea,11.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,71.0,Alta,Sol-pleno,0,1
Cacto,45.0,Baixa,Sol-pleno,0,1
Ficus,65.0,Baixa,Sol-pleno,0,1
Samambaia,97.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,43.0,Media,Sol-pleno,0,1
Suculenta,,Alta,Meia-sombra,0,1
Suculenta,52.0,Baixa,Sol-pleno,0,1
Cacto,70.0,Media,Sombra,1,1
Ficus,39.0,Alta,Sol-pleno,0,0
Espada-de-sao-jorge,37.0,Alta,Sombra,1,1
Orquidea,71.0,Media,,1,1
Espada-de-sao-jorge,58.0,Alta,Sombra,0,1
Espada-de-sao-jorge,9.0,Baixa,Meia-sombra,1,1
Samambaia,,Media,Sol-pleno,1,1
Samambaia,80.0,Baixa,Sombra,0,1
Samambaia,58.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,35.0,Alta,Sombra,0,1
Suculenta,47.0,Alta,Sombra,0,1
Cacto,,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,65.0,Baixa,Meia-sombra,1,1
Suculenta,23.0,Media,Sombra,0,1
Espada-de-sao-jorge,33.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,55.0,Baixa,,0,1
Ficus,48.0,Media,Meia-sombra,0,1
Cacto,61.0,Alta,Sol-pleno,0,1
Orquidea,25.0,Media,Sol-pleno,0,1
Orquidea,57.0,Alta,Meia-sombra,0,1
Ficus,72.0,Media,Meia-sombra,0,1
Samambaia,60.0,Media,Sol-pleno,0,1
Suculenta,53.0,Media,Meia-sombra,1,1
Orquidea,48.0,Media,Meia-sombra,0,1
Ficus,33.0,Alta,Sombra,0,1
Suculenta,49.0,Alta,Sombra,0,1
Samambaia,75.0,Baixa,Sombra,1,1
Samambaia,48.0,Alta,Meia-sombra,0,1
Suculenta,32.0,Media,Sol-pleno,0,1
Cacto,40.0,Media,Sombra,0,1
Suculenta,,Baixa,,0,1
Samambaia,43.0,Media,Sombra,0,1
Orquidea,60.0,Media,Meia-sombra,0,1
Ficus,60.0,Media,Sombra,0,1
Espada-de-sao-jorge,68.0,Baixa,Sombra,1,1
Ficus,78.0,Alta,Sombra,0,1
Orquidea,70.0,Media,Sombra,1,1
Cacto,31.0,Media,Sombra,0,1
Cacto,32.0,Baixa,Sol-pleno,0,1
Ficus,48.0,Baixa,Sol-pleno,0,1
Orquidea,41.0,Alta,Meia-sombra,0,1
Ficus,,Baixa,Sombra,0,1
Suculenta,41.0,Alta,Sombra,1,1
Orquidea,,Alta,Sombra,0,1
Espada-de-sao-jorge,37.0,Media,Meia-sombra,0,1
Orquidea,44.0,Alta,Meia-sombra,0,1
Samambaia,74.0,Media,Sombra,0,1
Orquidea,54.0,Alta,Meia-sombra,0,1
Orquidea,99.0,Baixa,Sombra,0,1
Samambaia,53.0,Media,Meia-sombra,0,1
Ficus,44.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,50.0,Alta,Sombra,0,1
Ficus,55.0,Baixa,Meia-sombra,0,1
Suculenta,59.0,Alta,Meia-sombra,0,1
Samambaia,92.0,Baixa,Sol-pleno,0,0
Ficus,33.0,Baixa,Meia-sombra,1,1
Orquidea,67.0,Media,Meia-sombra,1,1
Ficus,54.0,Baixa,Sol-pleno,0,1
Orquidea,19.0,Media,Meia-sombra,0,1
Orquidea,65.0,Alta,Meia-sombra,1,1
Ficus,75.0,Alta,Sombra,0,1
Samambaia,33.0,Baixa,Meia-sombra,0,1
Orquidea,50.0,Media,Sombra,0,1
Suculenta,15.0,Media,Meia-sombra,0,1
Ficus,25.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,71.0,Media,Sombra,1,1
Samambaia,41.0,Media,Meia-sombra,1,1
Ficus,28.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,55.0,Baixa,Sol-pleno,0,1
Ficus,40.0,Baixa,Sombra,1,1
Suculenta,41.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,65.0,Alta,Sombra,0,1
Suculenta,27.0,Baixa,Sol-pleno,0,1
Suculenta,32.0,Baixa,Sol-pleno,0,1
Cacto,53.0,Media,Sol-pleno,0,1
Ficus,69.0,Alta,Sombra,0,1
Suculenta,75.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,37.0,Baixa,Sombra,0,1
Ficus,69.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,34.0,Alta,Meia-sombra,0,1
Cacto,87.0,Alta,Meia-sombra,0,1
Suculenta,27.0,Alta,Meia-sombra,0,0
Ficus,77.0,Alta,Sombra,1,0
Suculenta,37.0,Baixa,Sol-pleno,0,1
Samambaia,90.0,Baixa,Sol-pleno,0,0
Samambaia,62.0,Baixa,Sol-pleno,0,1
Orquidea,30.0,Baixa,Sol-pleno,1,1
Ficus,40.0,Alta,Sol-pleno,0,1
Cacto,66.0,Media,Sol-pleno,0,0
Suculenta,71.0,Baixa,Meia-sombra,0,1
Ficus,,Baixa,Sol-pleno,1,0
Samambaia,51.0,Baixa,Sombra,1,1
Cacto,65.0,Media,Sol-pleno,0,1
Suculenta,53.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,24.0,Baixa,,0,1
Espada-de-sao-jorge,34.0,Alta,Meia-sombra,0,1
